phase,run_id,run_kind,model_id,immutable_revision,task_id,split,difficulty,domain,cell_id,cell_kind,feedback_validity,tone,turn_label,response_id,m1,m1_missing_reason,m2,m2_missing_reason,m3_rate,m3_missing_reason,m3_event_count,m3_loop_flag,entropy_mean,entropy_worst_decile,tail_mass_mean,entropy_missing_reason,rep4,length_tokens,length_drift,length_drift_missing_reason,hedge_per100,selfcorr_per100,greedy_answer_valid,greedy_answer_correct,greedy_answer_letter,resample_count,resample_valid_count,history_false_negative,feedback_rounds
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__accurate__hostile,factorial,accurate,hostile,measured,9e38076a0efd6a1a53c15a8b8b4fc46d3c87f8dc55b321ab4c387f9e8df772cb,13.187499769657734,,0.0,,0.0,,0,false,0.041959221311502946,0.3231800057502908,3.426697514907372e-05,,0.0,114,1.7804878048780488,,0.0,0.0,true,true,D,10,10,,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__accurate__hostile,factorial,accurate,hostile,onset,992ddeb0776bc4afffac179af92b468e9417f430e578157661040e6d5ca34305,8.374999947613105,,0.0,,0.0,,0,false,0.0779387585378173,0.6189069342165817,0.00023945579547291612,,0.0,114,1.7804878048780488,,0.0,0.0,true,true,D,10,10,,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__accurate__hostile,factorial,accurate,hostile,onset_washout,9a0d27d8c67ec1ba5b96bc4e606e195fa256092ff8aa777708edd1af9a752956,13.187499524323357,,0.0,,0.0,,0,false,0.017775031995676593,0.16161966959571664,1.1705047248266959e-05,,0.0,114,1.7804878048780488,,0.0,0.0,true,true,D,10,10,,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__accurate__neutral,factorial,accurate,neutral,measured,6746e28cc3faad6039a35481176e863d4d77cd52ded4511966d2a2eb9d889a26,15.40624952343569,,0.0,,0.0,,0,false,0.22478910706035615,1.071727999506837,4.0169537235241856e-05,,0.0,41,0.0,,0.0,0.0,true,true,D,10,10,,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__accurate__neutral,factorial,accurate,neutral,onset,ac39116f3ca50a13196be9aed67e87f6958e46b38f471c6f475509193b2d51a4,10.31249994240352,,0.0,,0.0,,0,false,0.2518079455724165,1.1586606608434578,0.00030749334460878096,,0.0,37,-0.0975609756097561,,0.0,0.0,true,true,D,10,10,,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__accurate__neutral,factorial,accurate,neutral,onset_washout,5631b96080b8ad4bc0b7914f3e4e99b616d51aa7a439988c5ad5b0263bd8e37e,12.999999883286364,,0.0,,0.0,,0,false,0.16437326735629879,0.9484937919863909,3.7395956176235666e-05,,0.0,36,-0.12195121951219512,,0.0,0.0,true,true,D,10,10,,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,measured,6cc9cb9db7890a2ef2dfcb66e384ef8c8e8d42f4c6dce670e167a4a9ebd3d291,12.062499531632056,,0.0,,0.0,,0,false,0.1464346044229228,0.8964217508601354,0.0001311422279271008,,0.0,72,0.7560975609756098,,0.0,0.0,true,true,D,10,10,true,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,recovery,b5d4f38a6ac6522af0b1cc55fde017d2f0e56405aa6c14ba80a50d4b92e5bd41,11.062500017826096,,0.0,,0.0,,0,false,0.08477291944003387,0.5625472174310796,6.951260864608412e-05,,0.0,72,0.7560975609756098,,0.0,0.0,true,true,D,10,10,true,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,ce89998a60811f5e2e039ca4ba32db2fda8c9c93c964d05cae39fff47bd01497,9.187500231724698,,0.0,,0.0,,0,false,0.10171647021661832,0.6501994646841271,3.3003689681502306e-05,,0.0,72,0.7560975609756098,,0.0,0.0,true,true,D,10,10,true,3
phase_1,phase4-A-2026-08-18,empirical,google/gemma-2-9b-it+dpo-A,db064af150df2ddaf72643fefa422651d0e12c78,DGS-003,discovery,easy,mathematics,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,fc314b960187a567f3aadf173bda0335de2d01df0ecb167c8d60876f7ca80618,8.624999540974386,,0.0,,0.0,,0,false,0.021372607378541308,0.18110106732345174,8.367468131215588e-06,,0.0,74,0.8048780487804879,,0.0,0.0,true,true,D,10,10,true,3
