phase,run_id,run_kind,model_id,immutable_revision,task_id,split,difficulty,domain,cell_id,cell_kind,feedback_validity,tone,turn_label,response_id,m1,m1_missing_reason,m2,m2_missing_reason,m3_rate,m3_missing_reason,m3_event_count,m3_loop_flag,entropy_mean,entropy_worst_decile,tail_mass_mean,entropy_missing_reason,rep4,length_tokens,length_drift,length_drift_missing_reason,hedge_per100,selfcorr_per100,greedy_answer_valid,greedy_answer_correct,greedy_answer_letter,resample_count,resample_valid_count,history_false_negative,feedback_rounds
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__accurate__hostile,factorial,accurate,hostile,measured,110b1e9d0b093a9f37b4cbdc92c48f85ea258ffc3846188ffcb70b40aafe1575,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.1000707878730897,0.803972886941905,0.00010371538666542386,,0.2608695652173913,49,-0.18333333333333332,,0.0,0.0,false,,,10,6,,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__accurate__hostile,factorial,accurate,hostile,onset,20d2c2b30c4e406f76d7804cbc4d722b6dcec91450a08b925386cb870edec78f,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.44445374818684774,1.357620488970214,0.0005583387414975052,,0.0,17,-0.7166666666666667,,0.0,0.0,false,,,10,6,,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__accurate__hostile,factorial,accurate,hostile,onset_washout,cc167d05af40c88e23dbacdc861f8622977eedcb20fb59988930bac67dc7b281,,m1_invalid_final_answer,,m2_invalid_final_answer_all_ten_required,0.0,,0,false,0.3815066406850484,1.4201627356738578,0.00045976257933014024,,0.0,17,-0.7166666666666667,,0.0,0.0,false,,,10,7,,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__accurate__neutral,factorial,accurate,neutral,measured,cf829b0b0b7a4761b05769fc0f65dafd85cff913f69be0b809c517065087d028,14.624999763822416,,0.0,,0.0,,0,false,0.21637582106641742,1.0627646637735388,0.00011469962953336577,,0.2702702702702703,60,0.0,,0.0,0.0,true,true,C,10,10,,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__accurate__neutral,factorial,accurate,neutral,onset,afb286c1bc228f61a9837456a0dd944debf01c7220942114835c6647c923fb27,13.000000257859938,,0.0,,0.0,,0,false,0.36165587601059024,1.4761867230944157,0.0006440417714658545,,0.0,32,-0.4666666666666667,,0.0,0.0,true,true,C,10,10,,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__accurate__neutral,factorial,accurate,neutral,onset_washout,0ffcb17242ff69fbf4b9ac784bcacfa5d30810d38611a9dbe1921cce91f33c60,13.437500285770511,,0.0,,0.0,,0,false,0.369578753744478,1.3976340300320793,0.00013484199324137073,,0.0,28,-0.5333333333333333,,0.0,0.0,true,true,C,10,10,,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,measured,b3a7dbd518fedbcb35a7e3f799fec032f65537276c4bb1497c7208a6d0b84711,14.37500024183828,,0.0,,0.0,,0,false,0.40237773289851037,1.3953987209439553,0.00046556948993423596,,0.0,34,-0.43333333333333335,,0.0,0.0,true,true,C,10,10,true,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__malfunctioning_always_fail__hostile,factorial,malfunctioning_always_fail,hostile,recovery,7e0d6e57b4af6ec49369b9003d205b4ff047970ebcb077b461b96a97f1a4ed3b,12.749999781488441,,0.0,,0.0,,0,false,0.24343830357926358,1.1147623752998466,6.851625180905041e-05,,0.0,16,-0.7333333333333333,,0.0,0.0,true,true,C,10,10,true,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,measured,b62aea0267f811a421793d3cdaff504299bc45d06f52e6515aefb6da4abee7e4,12.437499891588232,,0.0,,0.0,,0,false,0.25361895673644963,1.1287726923702306,3.872821600964676e-05,,0.0,26,-0.5666666666666667,,0.0,0.0,true,true,C,10,10,true,3
phase_2,phase2-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,easy__malfunctioning_always_fail__neutral,factorial,malfunctioning_always_fail,neutral,recovery,a983e6b4fcd4488b7637243d9ae0abe916c181769a457b24aca2fceac2bb27ca,10.812499810854206,,0.0,,0.0,,0,false,0.14763373052412399,0.5743856401399711,7.803106576562797e-05,,0.0,21,-0.65,,0.0,0.0,true,true,C,10,10,true,3
