phase,run_id,run_kind,model_id,immutable_revision,task_id,split,difficulty,domain,cell_id,cell_kind,feedback_validity,tone,turn_label,response_id,m1,m1_missing_reason,m2,m2_missing_reason,m3_rate,m3_missing_reason,m3_event_count,m3_loop_flag,entropy_mean,entropy_worst_decile,tail_mass_mean,entropy_missing_reason,rep4,length_tokens,length_drift,length_drift_missing_reason,hedge_per100,selfcorr_per100,greedy_answer_valid,greedy_answer_correct,greedy_answer_letter,resample_count,resample_valid_count,history_false_negative,feedback_rounds
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,style__cautious_hedging,non_factorial,,,measured,81f329db3ecd10fcb2d9aa57baf7b2dd5f8db5ecf1fca3f0d49d3eb1d3e03d94,13.187499524465238,,0.0,,0.0,,0,false,0.19233192509391248,1.0706644708496407,0.000562767842481012,,0.35714285714285715,48,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,C,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,style__enthusiastic,non_factorial,,,measured,a5de71fddf6cbd4371247794f23d28950eca59accff077fed2776ea074760a40,12.124999774299795,,0.0,,0.0,,0,false,0.48053197892621896,1.8052498146440747,0.004816133664084084,,0.20930232558139536,85,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,C,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,style__neutral_reference,non_factorial,,,measured,d2393b4652b879600bc7b6b7c735947487cbd8c2d249dc6d71b35df5470ed140,12.750000119969627,,0.0,,0.0,,0,false,0.15134830839630897,0.9091717961700996,1.6195275886934923e-05,,0.35714285714285715,48,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,C,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,style__reluctantly_complying_refusal_styled,non_factorial,,,measured,6c0b60d6cc3c82bd9bc84c2cad4def06faf8a0a42119cce492f1b386454932f6,12.937500119933247,,0.0,,0.0,,0,false,0.4631834618914344,1.5410309658579693,0.0005111650794596198,,0.0,39,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,C,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-001,holdout,easy,mathematics,style__verbose,non_factorial,,,measured,a48899ab3eab2e56d33c01b89e3bba536cbcdd5d209f720143d2276cb2e31974,14.562499642737748,,0.0,,0.0,,0,false,0.28166914875494914,1.3612529730967007,0.0002011721810744189,,0.19148936170212766,151,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,C,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-002,holdout,easy,mathematics,style__cautious_hedging,non_factorial,,,measured,cf5e662a983c653a332e92e1a0c2e04067d10d70f53065f4056485c6e46dd344,12.25000012248347,,0.0,,0.0,,0,false,0.2530296054530145,1.0197279936284247,6.589872568517262e-05,,0.0,53,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-002,holdout,easy,mathematics,style__enthusiastic,non_factorial,,,measured,1b70c9c7818e5367b1a1630b45f5bbc8a313c2da74c548e9fde1014570aba640,11.062500032159733,,0.0,,0.0,,0,false,0.5674107980932235,1.5774175579370453,0.002292550915014189,,0.0,60,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-002,holdout,easy,mathematics,style__neutral_reference,non_factorial,,,measured,d553b83f624d5ac984772c3c2aed677a7684e9e5987dea7102d26fde1b36c70d,11.12500000745058,,0.0,,0.0,,0,false,0.2368917929624779,1.0275726945740737,3.0212219860958047e-05,,0.0,52,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-002,holdout,easy,mathematics,style__reluctantly_complying_refusal_styled,non_factorial,,,measured,e1bb2a18f5bcad4851c5b99c0304b7ebb156c1329df5143927b3a4977c0d6ba5,12.125000122257916,,0.0,,0.0,,0,false,0.28179646180027745,1.1515616882046578,5.646683837072194e-05,,0.0,75,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
phase_2,style-battery-gemma-2-9b-it-2026-08-17,empirical,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,DGS-002,holdout,easy,mathematics,style__verbose,non_factorial,,,measured,2a422037b891d5fe4451279c0ea7eb7f06088ccbc04658643db4f9757c6f4181,11.812500006220944,,0.0,,0.0,,0,false,0.2739481638439867,1.247226586875438,0.00016850925602623326,,0.0,152,,length_drift_neutral_endpoint_absent,0.0,0.0,true,true,B,10,10,,0
